ORDR-Num,Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication *,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key,Good,Rare Disease,GARD_ID,UNII,Gene,UniProt,Family,Name,DrugBank gene1,DrugBank gene2,DrugBank gene3,MOA Long,Targets (NPC),MOA
3061,"interleukin-1 receptor antagonist (IL-1Ra, sequence-homologous anakinra)",,8/7/18,Treatment of Bronchiolitis Obliterans,Designated,Not FDA Approved for Orphan Indication,,,,,"Onspira Therapeutics, Inc.",101 Lindenwood Drive,Suite 400,Malvern,Pennsylvania,19355,United States,636118,TRUE,Bronchiolitis obliterans,9551,9013DUQ28K,IL1R1,P14778,Unknown,Interleukin-1 receptor type 1,IL1R1,,,,,
869,anakinra,Kineret,8/19/10,Treatment of cryopyrin-associated periodic syndromes,Designated/Approved,,Treatment of neonatal-onset multisystem inflammatory disease (NOMID), 12/21/2012 , 12/21/2019 ,,Swedish Orphan Biovitrum AB (publ),SE-011276,,Stockholm,,,Sweden,312110,TRUE,Cryopyrin-associated periodic syndrome,10927,9013DUQ28K,IL1R1,P14778,Unknown,Interleukin-1 receptor type 1,IL1R1,,,,,
1875,Daclizumab,Zenapax,3/5/93,Prevention of acute renal allograft rejection.,Designated/Approved,,"Prophylaxis of acute organ rejection in patients receiving renal transplants, to be used as a part of an immunosuppressive regimen that includes cyclosporine and corticosteroids.", 12/10/1997 , 12/10/2004 ,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,7110,United States,67692,TRUE,Acute graft versus host disease,6544,CUJ2MVI71Y,IL2RA,P01589,Unknown,Interleukin-2 receptor subunit alpha,IL2RA,IL2RB,,,,
1966,denileukin diftitox,Ontak,8/21/96,Treatment of patients with cutaneous T-cell lymphoma,Designated/Approved,,Treatment of patients with persistent or recurrent cutaneous T-cell lymphoma whose malignant cells express the CD25 component of the IL-2 receptor., 02/05/1999 , 02/05/2006 ,,"Eisai, Inc.",300 Tice Boulevard,,Woodcliff Lake,New Jersey,7677,United States,99396,TRUE,Cutaneous T-cell lymphoma,6226,25E79B5CTM,IL2RA,P01589,Unknown,Interleukin-2 receptor subunit alpha,IL2RA,IL2RB,,,,
1964,denileukin diftitox,,7/12/13,Treatment of cutaneous T-cell lymphoma,Designated,Not FDA Approved for Orphan Indication,,,,,Eisai Inc.,155 Tice Blvd,,Woodcliff Lake,New Jersey,7677,United States,341311,TRUE,Cutaneous T-cell lymphoma,6226,25E79B5CTM,IL2RA,P01589,Unknown,Interleukin-2 receptor subunit alpha,IL2RA,IL2RB,,,,
1965,denileukin diftitox,,6/29/11,Treatment of peripheral T-cell lymphoma (PTCL),Designated,Not FDA Approved for Orphan Indication,,,,,"Eisai, Inc.",155 Tice Blvd.,,Woodcliff Lake,New Jersey,5271,United States,342611,TRUE,Peripheral T-cell lymphoma,7368,25E79B5CTM,IL2RA,P01589,Unknown,Interleukin-2 receptor subunit alpha,IL2RA,IL2RB,,,,
706,Aldesleukin,Proleukin,9/14/88,Treatment of metastatic renal cell carcinoma.,Designated/Approved,,Treatment of adults (>18 years old) with metastatic renal cell carcinoma., 05/05/1992 , 05/05/1999 ,,Chiron Corporation,4560 Horton Street,,Emeryville,California,94608,United States,29088,TRUE,Renal cell carcinoma,13215,M89N0Q7EQR,IL2RA,P01589,Unknown,Interleukin-2 receptor subunit alpha,IL2RB,IL2RA,IL2RG,,,
4971,siltuximab,SYLVANT,5/26/06,Treatment of Castleman's disease,Designated/Approved,,Treatment of patients with multicentric Castleman's disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpesvirus-8 (HHV-8) negative., 04/23/2014 , 04/23/2021 ,Treatment of patients with multicentric Castleman's disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpesvirus-8 (HHV-8) negative.,EUSA Pharma (UK) Ltd.,Breakspear Park,Breakspear Way,Hertfordshire,,,United Kingdom,200605,TRUE,Castleman disease,12656,T4H8FMA7IM,IL6,P05231,Unknown,Interleukin-6,IL6,,,,,
4972,siltuximab,,10/11/05,Treatment of multiple myeloma,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC",1400 McKean Road,P.O. Box 776,Spring House,Pennsylvania,19477,United States,200505,TRUE,Multiple myeloma,7108,T4H8FMA7IM,IL6,P05231,Unknown,Interleukin-6,IL6,,,,,
4029,Oprelvekin,Neumega,12/17/96,Prevention of severe chemotherapy-induced thrombocytopenia.,Designated/Approved,,, 11/25/1997 , 11/25/2004 ,,"Genetics Institute, Inc.",87 Cambridge Park Drive,,Cambridge,Massachusetts,2140,United States,96796,TRUE,Acquired amegakaryocytic thrombocytopenia,9596,HM5641GA6F,IL6ST,P40189,Unknown,Interleukin-6 receptor subunit beta,IL11RA,,,,,
4880,ruxolitinib phosphate,Jakafi,9/5/08,Treatment of myelofibrosis,Designated/Approved,,"Treatment of patients with intermediate or high-risk myelofibrosis, including primary myelofibrosis, post-polycythemia vera myelofibrosis and post-essential thrombocythemia myelofibrosis", 11/16/2011 , 11/16/2018 ,,Incyte Corporation,1801 Augustine Cut-Off,,Wilmington,Delaware,19803,United States,265308,TRUE,Primary myelofibrosis,8618,436LRU32H5,JAK2,O60674,Kinase,Tyrosine-protein kinase JAK2,JAK1,JAK2,,Ruxolitinib is a kinase inhibitor that is selective for the Janus Associated Kinases (JAK) 1 and 2. These kinases are responsible for the mediation of cytokine and growth factor signalling which in turn effect immune function and hematopoiesis. The signalling process involves signal transducers and transcription activators (STAT) which modulate gene expression. Patients with myelofibrosis have abnormal JAK1 and JAK2 activity thus ruxolitinib works to regulate this. ,TYK2|JAK3|JAK2|JAK1,JAK inhibitor
839,Amiodarone HCl,Cordarone,3/16/94,For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.,Designated/Approved,,For initiation of treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy., 08/03/1995 , 08/03/2002 ,,Wyeth-Ayerst Laboratories,P.O. Box 8299,,Philadelphia,Pennsylvania,19101,United States,77293,TRUE,Bidirectional tachycardia,878,976728SY6Z,KCNH2,Q12809,IC,Potassium voltage-gated channel subfamily H member 2,,,,"Amiodarone is considered a class III anti-arrhythmic drug. It blocks potassium currents that cause repolarization of the heart muscle during the third phase of the cardiac action potential. As a result amiodarone increases the duration of the action potential as well as the effective refractory period for cardiac cells (myocytes). Therefore, cardiac muscle cell excitability is reduced, preventing and treating abnormal heart rhythms.[A183137,A189747]%0A%0AUnique from other members of the class III anti-arrhythmic drug class, amiodarone also interferes with the functioning of beta-adrenergic receptors, sodium channels, and calcium channels channels. These actions, at times, can lead to undesirable effects, such as hypotension, bradycardia, and Torsades de pointes (TdP).[L11265] In addition to the above, amiodarone may increase activity of peroxisome proliferator-activated receptors, leading to steatogenic changes in the liver or other organs.[A20227,A20650] Finally, amiodarone has been found to bind to the thyroid receptor due to its iodine content, potentially leading to amiodarone induced hypothyroidism or thyrotoxicosis.[A182168]",CACNA2D2|KCNH2|KCNA7|CACNA1H|CYP2C8|SCN5A|CHRM3|ADRB1,potassium channel blocker
5150,Sotalol HCl,Betapace,9/23/88,1. Treatment of life-threatening ventricular tachyarrhythmias 2. Prevention of life treatening ventricular tachyarrhythmias,Designated/Approved,,Treatment of life-threatening ventricular tachyarrhythmias, 10/30/1992 , 10/30/1999 ,,"Berlex Laboratories, Inc.",300 Fairfield Road,,Wayne,New Jersey,7470,United States,30088,TRUE,Bidirectional tachycardia,878,HEC37C70XX,KCNH2,Q12809,IC,Potassium voltage-gated channel subfamily H member 2,,,,"Sotalol inhibits beta-1 adrenoceptors in the myocardium as well as rapid potassium channels to slow repolarization, lengthen the QT interval, and slow and shorten conduction of action potentials through the atria.[A178522,A178540,A178561,A34177] The action of sotalol on beta adrenergic receptors lengthens the sinus node cycle, conduction time through the atrioventricular node, refractory period, and duration of action potentials.[A178579]",ADRB2|ADRB1|KCNH2,adrenergic receptor antagonist
2121,Dynamine,,10/16/91,Treatment of hereditary motor and sensory neuropathy type I (Charcot-Marie-Tooth disease).,Designated,Not FDA Approved for Orphan Indication,,,,,Mayo Foundation,200 First Street Southwest,,Rochester,Minnesota,55905,United States,56090,TRUE,Charcot-Marie-Tooth disease,6034,RU4S6E2G0J,KCNQ3,O43525,IC,Potassium voltage-gated channel subfamily KQT member 3,KCNA1,,,"Amifampridine is a symptomatic treatment that increases acetylcholine concentrations at the neuromuscular junction. It selectively blocks presynaptic fast voltage-gated potassium channels, thereby prolonging cell membrane depolarization and action potential, and augmenting calcium transport into the nerve endings. Increased intracellular calcium enhances the exocytosis of acetylcholine-containing vesicles and enhances impulse transmission at central, autonomic, and neuromuscular synapses [A33863, F272]. Amifampridine improves muscle strength and resting compound muscle action potential (CMAP) amplitudes with an overall weighted mean difference of 1.69 mV [F272]. ",,potassium channel blocker
819,amifampridine phosphate,,3/3/15,Treatment of congenital myasthenic syndromes,Designated,Not FDA Approved for Orphan Indication,,,,,Catalyst Pharmaceuticals,"(dba Catalyst Pharmaceutical Partner, Inc)",Suite 1500,Coral Gables,Florida,33134,United States,464814,TRUE,Congenital myasthenic syndromes,11902,8HF8FIN815,KCNQ3,O43525,IC,Potassium voltage-gated channel subfamily KQT member 3,KCNA1,,,"Amifampridine is a symptomatic treatment that increases acetylcholine concentrations at the neuromuscular junction. It selectively blocks presynaptic fast voltage-gated potassium channels, thereby prolonging cell membrane depolarization and action potential, and augmenting calcium transport into the nerve endings. Increased intracellular calcium enhances the exocytosis of acetylcholine-containing vesicles and enhances impulse transmission at central, autonomic, and neuromuscular synapses [A33863, F272]. Amifampridine improves muscle strength and resting compound muscle action potential (CMAP) amplitudes with an overall weighted mean difference of 1.69 mV [F272]. ",,potassium channel blocker
314,"3,4-diaminopyridine",,3/30/17,Treatment of congenital myasthenic syndrome (CMS),Designated,Not FDA Approved for Orphan Indication,,,,,"Jacobus Pharmaceutical Co., Inc.",37 Cleveland Lane,,Princeton,New Jersey,8540,United States,556516,TRUE,Congenital myasthenic syndromes,11902,RU4S6E2G0J,KCNQ3,O43525,IC,Potassium voltage-gated channel subfamily KQT member 3,KCNA1,,,"Amifampridine is a symptomatic treatment that increases acetylcholine concentrations at the neuromuscular junction. It selectively blocks presynaptic fast voltage-gated potassium channels, thereby prolonging cell membrane depolarization and action potential, and augmenting calcium transport into the nerve endings. Increased intracellular calcium enhances the exocytosis of acetylcholine-containing vesicles and enhances impulse transmission at central, autonomic, and neuromuscular synapses [A33863, F272]. Amifampridine improves muscle strength and resting compound muscle action potential (CMAP) amplitudes with an overall weighted mean difference of 1.69 mV [F272]. ",,potassium channel blocker
2120,Dynamine,,2/5/90,Treatment of Lambert Eaton myasthenic syndrome.,Designated,Not FDA Approved for Orphan Indication,,,,,Mayo Foundation,200 First Street Southwest,,Rochester,Minnesota,55905,United States,43189,TRUE,Lambert Eaton myasthenic syndrome,6851,RU4S6E2G0J,KCNQ3,O43525,IC,Potassium voltage-gated channel subfamily KQT member 3,KCNA1,,,"Amifampridine is a symptomatic treatment that increases acetylcholine concentrations at the neuromuscular junction. It selectively blocks presynaptic fast voltage-gated potassium channels, thereby prolonging cell membrane depolarization and action potential, and augmenting calcium transport into the nerve endings. Increased intracellular calcium enhances the exocytosis of acetylcholine-containing vesicles and enhances impulse transmission at central, autonomic, and neuromuscular synapses [A33863, F272]. Amifampridine improves muscle strength and resting compound muscle action potential (CMAP) amplitudes with an overall weighted mean difference of 1.69 mV [F272]. ",,potassium channel blocker
818,amifampridine phosphate,,8/31/16,Treatment of myasthenia gravis,Designated,Not FDA Approved for Orphan Indication,,,,,"Catalyst Pharmaceuticals, Inc.",355 Alhambra Circle,Suite 1250,Coral Gables,Florida,33134,United States,534916,TRUE,Myasthenia gravis,7122,8HF8FIN815,KCNQ3,O43525,IC,Potassium voltage-gated channel subfamily KQT member 3,KCNA1,,,"Amifampridine is a symptomatic treatment that increases acetylcholine concentrations at the neuromuscular junction. It selectively blocks presynaptic fast voltage-gated potassium channels, thereby prolonging cell membrane depolarization and action potential, and augmenting calcium transport into the nerve endings. Increased intracellular calcium enhances the exocytosis of acetylcholine-containing vesicles and enhances impulse transmission at central, autonomic, and neuromuscular synapses [A33863, F272]. Amifampridine improves muscle strength and resting compound muscle action potential (CMAP) amplitudes with an overall weighted mean difference of 1.69 mV [F272]. ",,potassium channel blocker
4726,regorafenib,Stivarga,1/12/11,Treatment gastrointestinal stromal tumors,Designated/Approved,,"Treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumor (GIST) who have been previously treated with imatinib mesylate and sunitinib malate.", 02/25/2013 , 02/25/2020 ,"Treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumor (GIST) who have been previously treated with imatinib mesylate and sunitinib malate.","Bayer HealthCare Pharmaceuticals, Inc.",P. O. Box 1000,,Montvale,New Jersey,7045,United States,329410,TRUE,Gastrointestinal Stromal Tumors,8598,24T2A1DOYB,KDR,P35968,Kinase,Vascular endothelial growth factor receptor 2,FLT1,KDR,FLT4,"Regorafenib is a small molecule inhibitor of multiple membrane-bound and intracellular kinases involved in normal cellular functions and in pathologic processes such as oncogenesis, tumor angiogenesis, and maintenance of the tumor microenvironment. In in vitro biochemical or cellular assays, regorafenib or its major human active metabolites M-2 and M-5 inhibited the activity of RET, VEGFR1, VEGFR2, VEGFR3, KIT, PDGFR-alpha, PDGFR-beta, FGFR1, FGFR2, TIE2, DDR2, TrkA, Eph2A, RAF-1, BRAF, BRAFV600E , SAPK2, PTK5, and Abl at concentrations of regorafenib that have been achieved clinically. In in vivo models, regorafenib demonstrated anti-angiogenic activity in a rat tumor model, and inhibition of tumor growth as well as anti-metastatic activity in several mouse xenograft models including some for human colorectal carcinoma.",TEK|FGF2|RET|DDR2|FLT1|FLT4|KIT|KDR|ABL1|FRK|NTRK1|MAPK11|CYP2C8|CYP2B6|CYP2C19|BRAF|RAF1|FGFR2|FGFR1|EPHA2|PDGFRA|PDGFRB,FGFR inhibitor%7CKIT inhibitor%7CPDGFR tyrosine kinase receptor inhibitor%7CRAF inhibitor%7CRET tyrosine kinase inhibitor%7CVEGFR inhibitor
3870,nintedanib,OFEV,6/29/11,Treatment of patients with idiopathic pulmonary fibrosis.,Designated/Approved,,Treatment of idiopathic pulmonary fibrosis, 10/15/2014 , 10/15/2021 ,Treatment of idiopathic pulmonary fibrosis,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,6877,United States,344511,TRUE,Idiopathic pulmonary fibrosis,8609,G6HRD2P839,KDR,P35968,Kinase,Vascular endothelial growth factor receptor 2,FLT1,KDR,FLT4,"Nintedanib is a small molecule, competitive, triple angiokinase inhibitor that targets multiple receptor tyrosine kinases (RTKs) and non-receptor tyrosine kinases (nRTKs). Many of these RTKs are implicated in lung fibrosis and tumour angiogenesis, so nintedanib is therefore used in the treatment of proliferative diseases such as idiopathic pulmonary fibrosis, non-small cell lung cancer, and systemic sclerosis-associated interstitial lung disease.[L8453,L8459] The specific RTKs that nintedanib inhibits are platelet-derived growth factor (PDGFR) α and β, fibroblast growth factor receptor (FGFR) 1-3, vascular endothelial growth factor receptor (VEGFR) 1-3, and Fns-Like tyrosine kinase-3 (FLT3).[L8453,L8459,A185123] Nintedanib binds to the ATP-binding pocket of these receptors and inhibits their activity, thereby blocking signalling cascades that result in the proliferation and migration of lung fibroblasts. Nintedanib also inhibits kinase signalling pathways in various cells within tumour tissues, including endothelial cells, pericytes, smooth muscle cells, and cells contributing to angiogenesis, culminating in an inhibition of cell proliferation and apoptosis of affected tumour cells.[A185123]%0A%0AIn addition to RTK inhibition, nintedanib also prevents the actions of the nRTKs Lck, Lyn, and Src.[L8453,L8459,A185123] The contribution of the inhibition of Lck and Lyn towards the therapeutic efficacy of nintedanib is unclear, but inhibition of the Src pathway by nintedanib has been shown to reduce lung fibrosis.[A185123,A185249]",FGFR1|FGFR2|FGFR3|FGFR4|PDGFRA|PDGFRB|FLT1|FLT4|KDR|LYN,FGFR inhibitor%7CPDGFR tyrosine kinase receptor inhibitor%7CVEGFR inhibitor
3872,Nintedanib,,12/12/16,Treatment of mesothelioma,Designated,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,6877,United States,547916,TRUE,Malignant mesothelioma,7026,G6HRD2P839,KDR,P35968,Kinase,Vascular endothelial growth factor receptor 2,FLT1,KDR,FLT4,"Nintedanib is a small molecule, competitive, triple angiokinase inhibitor that targets multiple receptor tyrosine kinases (RTKs) and non-receptor tyrosine kinases (nRTKs). Many of these RTKs are implicated in lung fibrosis and tumour angiogenesis, so nintedanib is therefore used in the treatment of proliferative diseases such as idiopathic pulmonary fibrosis, non-small cell lung cancer, and systemic sclerosis-associated interstitial lung disease.[L8453,L8459] The specific RTKs that nintedanib inhibits are platelet-derived growth factor (PDGFR) α and β, fibroblast growth factor receptor (FGFR) 1-3, vascular endothelial growth factor receptor (VEGFR) 1-3, and Fns-Like tyrosine kinase-3 (FLT3).[L8453,L8459,A185123] Nintedanib binds to the ATP-binding pocket of these receptors and inhibits their activity, thereby blocking signalling cascades that result in the proliferation and migration of lung fibroblasts. Nintedanib also inhibits kinase signalling pathways in various cells within tumour tissues, including endothelial cells, pericytes, smooth muscle cells, and cells contributing to angiogenesis, culminating in an inhibition of cell proliferation and apoptosis of affected tumour cells.[A185123]%0A%0AIn addition to RTK inhibition, nintedanib also prevents the actions of the nRTKs Lck, Lyn, and Src.[L8453,L8459,A185123] The contribution of the inhibition of Lck and Lyn towards the therapeutic efficacy of nintedanib is unclear, but inhibition of the Src pathway by nintedanib has been shown to reduce lung fibrosis.[A185123,A185249]",FGFR1|FGFR2|FGFR3|FGFR4|PDGFRA|PDGFRB|FLT1|FLT4|KDR|LYN,FGFR inhibitor%7CPDGFR tyrosine kinase receptor inhibitor%7CVEGFR inhibitor
4465,ramucirumab,CYRAMZA,2/16/12,Treatment of gastric cancer,Designated/Approved,,"CYRAMZA as a single-agent is indicated for the treatment of patients with advanced or metastatic, gastric or gastro-esophageal junction adenocarcinoma with disease progression on or after prior fluoropyrimidine- or platinum-containing chemotherapy.", 04/21/2014 , 04/21/2021 ,"Treatment of advanced gastric cancer or gastro-esophageal junction adenocarcinoma, as a single-agent after prior fluoropyrimidine-or platinum-containing therapy.",Eli Lilly and Company,33 ImClone Drive,,Branchburg,New Jersey,8876,United States,359711,TRUE,Stomach cancer,7704,D99YVK4L0X,KDR,P35968,Kinase,Vascular endothelial growth factor receptor 2,KDR,,,,,
4466,ramucirumab,CYRAMZA,2/16/12,Treatment of gastric cancer,Designated/Approved,,"Treatment of advanced gastric or gastro-esophageal junction adenocarcinoma, as a single agent or in combination with paclitaxel, after prior fluoropyrimidine- or platinium-containing chemotherapy.", 11/05/2014 ,  ,,Eli Lilly and Company,33 ImClone Drive,,Branchburg,New Jersey,8876,United States,359711,TRUE,Stomach cancer,7704,D99YVK4L0X,KDR,P35968,Kinase,Vascular endothelial growth factor receptor 2,KDR,,,,,
2124,ecallantide,Kalbitor,2/4/03,Treatment of angioedema,Designated/Approved,,Treatment of acute attacks of hereditary angioedema in patients 16 years of age and older, 12/01/2009 , 12/01/2016 ,,Dyax Corporation,300 Shire Way,,Lexington,Massachusetts,2421,United States,160802,TRUE,Hereditary angioedema,5979,5Q6TZN2HNM,KLKB1,P03952,Enzyme,Plasma kallikrein,KLKB1,,,,,
2125,ecallantide,Kalbitor,2/4/03,Treatment of angioedema,Designated/Approved,,Treatment of acute attacks of hereditary angioedema (HAE) in patients 12 years of age and older, 03/28/2014 , 03/28/2021 ,Treatment of acute attacks of hereditary angioedema (HAE) in patients 12 through 15 years of age.,Dyax Corporation,300 Shire Way,,Lexington,Massachusetts,2421,United States,160802,TRUE,Hereditary angioedema,5979,5Q6TZN2HNM,KLKB1,P03952,Enzyme,Plasma kallikrein,KLKB1,,,,,
1720,cobimetinib,,1/31/14,"Treatment of stage IIb, IIc, III, and IV melanoma with BRAFV600 mutation",Designated/Approved,,"For the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutation, in combination with vemurafenib. Limitations of Use: COTELLIC is not indicated for treatment of patients with wild-type BRAF melanoma.", 11/10/2015 , 11/10/2022 ,"For the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutation, in combination with vemurafenib. COTELLIC is not indicated for treatment of patients with wild-type BRAF melanoma","Genentech, Inc.","1 DNA Way, MS 241A",,South San Francisco,California,94080,United States,419513,TRUE,Hereditary melanoma,3460,ER29L26N1X,MAP2K1,Q02750,Kinase,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,,,"MEK inhibitor Cobimetinib specifically binds to and inhibits the catalytic activity of MEK1, resulting in inhibition of extracellular signal-related kinase 2 (ERK2) phosphorylation and activation and decreased tumor cell proliferation. Cobimetinib and vemurafenib target two different kinases in the RAS/RAF/MEK/ERK pathway. ",,MEK inhibitor
1783,crizotinib,Xalkori,9/28/12,Treatment of anaplastic large cell lymphoma,Designated/Approved,,"treatment of pediatric patients 1 year of age and older and young adults with relapsed or refractory, systemic anaplastic large cell lymphoma (ALCL) that is ALK-positive", 01/14/2021 ,  ,,"Pfizer, Inc.",10646 Science Center Drive,,San Diego,California,92121,United States,379712,TRUE,Anaplastic large cell lymphoma,3112,53AH36668S,MET,P08581,Kinase,Hepatocyte growth factor receptor,ALK,MET,,"Crizotinib is a tyrosine kinase receptor inhibitor. More specifically, it inhibits anaplastic lymphoma kinase (ALK), hepatocyte growth factor receptor (HGFR, c-MET), and Recepteur d'Origine Nantais (RON). Abnormalities in the ALK gene caused by mutations or translocations may lead to expression of oncogenic fusion proteins. In patients with NSCLC, they have the EML4-ALK gene. Crizotinib inhibits ALK tyrosine kinase which ultimately results in decreased proliferation of cells that carry the genetic mutation and tumour survivability. ",ROS1|ALK|MET|CYP2B6|CYP3A5|MST1R|NUDT1,ALK tyrosine kinase receptor inhibitor|MTH1 inhibitor
4846,romiplostim,Nplate,3/27/03,Treatment of immune thrombocytopenic purpura,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in adult patients with immune thrombocytopenia (ITP) who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy", 10/17/2019 , 10/17/2026 ,"For the treatment of thrombocytopenia in adult patients with non-chronic immune thrombocytopenia (ITP) who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.",One Amgen Center Drive,Mail Stop: 27-2-D,Thousand Oaks,California,91320,United States,165402,TRUE,Idiopathic thrombocytopenic purpura,5194,GN5XU2DXKV,MPL,P40238,Unknown,Thrombopoietin receptor,MPL,,,,,
4848,romiplostim,Nplate,3/27/03,Treatment of immune thrombocytopenic purpura,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.",One Amgen Center Drive,Mail Stop: 27-2-D,Thousand Oaks,California,91320,United States,165402,TRUE,Idiopathic thrombocytopenic purpura,5194,GN5XU2DXKV,MPL,P40238,Unknown,Thrombopoietin receptor,MPL,,,,,
4852,romiplostim,Nplate,3/27/03,Treatment of immune thrombocytopenic purpura,Designated/Approved,,"Treatment of thrombocytopenia in patients with chronic immune (idiopathic) thrombocytopenic purpura (ITP) who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy", 08/22/2008 , 08/22/2015 ,,"Amgen, Inc.",One Amgen Center Drive,Mail Stop: 27-2-D,Thousand Oaks,California,91320,United States,165402,TRUE,Idiopathic thrombocytopenic purpura,5194,GN5XU2DXKV,MPL,P40238,Unknown,Thrombopoietin receptor,MPL,,,,,
4829,rituximab,Rituxan,6/13/94,Treatment of non-Hodgkin's B-cell lymphoma,Designated/Approved,,, 11/26/1997 , 11/26/2004 ,,"Genentech, Inc.","1 DNA Way, MS 242",,South San Francisco,California,94080,United States,79793,TRUE,B-cell lymphoma,5877,4F4X42SYQ6,MS4A1,P11836,Unknown,B-lymphocyte antigen CD20,MS4A1,,,,,
2865,ibritumomab tiuxetan,Zevalin,9/6/94,Treatment of B-cell non-Hodgkin's lymphoma.,Designated/Approved,,"Treatment of patients with relapsed or refractory low-grade, follicular, or transformed B-cell non-Hodgkin's lymphoma, including patients with Rituximab (Rituxan?) refractory follicular non-Hodgkin?s lymphoma", 02/19/2002 , 02/19/2009 ,,Acrotech Biopharma LLC,279 Princeton Hightstown Road,,East Windsor,New Jersey,8520,United States,84894,TRUE,B-cell lymphoma,5877,4Q52C550XK,MS4A1,P11836,Unknown,B-lymphocyte antigen CD20,MS4A1,,,,,
3979,ofatumumab,ARZERRA,3/10/09,Treatment of chronic lymphocytic leukemia,Designated/Approved,,"ARZERRA (ofatumumab) is indicated, in combination with chlorambucil, for the treatment of previously untreated patients with chronic lymphocytic leukemia (CLL) for whom fludarabine-based therapy is considered inappropriate.", 04/17/2014 , 04/17/2021 ,"Ofatumumab in combination with chlorambucil, for the treatment of previously untreated patients with chronic lymphocytic leukemia (CLL) for whom fludarabine-based therapy is considered inappropriate.",Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,7936,United States,275809,TRUE,Chronic lymphocytic leukemia,6104,M95KG522R0,MS4A1,P11836,Unknown,B-lymphocyte antigen CD20,MS4A1,,,,,
3980,ofatumumab,ARZERRA,3/10/09,Treatment of chronic lymphocytic leukemia,Designated/Approved,,Treatment of chronic lymphocytic leukemia (CLL) refractory to alemtuzumab and fludarabine, 10/26/2009 , 10/26/2016 ,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,7936,United States,275809,TRUE,Chronic lymphocytic leukemia,6104,M95KG522R0,MS4A1,P11836,Unknown,B-lymphocyte antigen CD20,MS4A1,,,,,
3981,ofatumumab,ARZERRA,3/10/09,Treatment of chronic lymphocytic leukemia,Designated/Approved,,For extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL., 01/19/2016 , 01/19/2023 ,For extended treatment of patients who are in complete or partial response after at least two lines of therapy for recurrent or progressive CLL.,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,7936,United States,275809,TRUE,Chronic lymphocytic leukemia,6104,M95KG522R0,MS4A1,P11836,Unknown,B-lymphocyte antigen CD20,MS4A1,,,,,
3982,ofatumumab,ARZERRA,3/10/09,Treatment of chronic lymphocytic leukemia,Designated/Approved,,Arzerra in combination with fludarabine and cyclophosphamide for the treatment of patients with relapsed chronic lymphocytic leukemia (CLL)., 08/30/2016 ,  ,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,7936,United States,275809,TRUE,Chronic lymphocytic leukemia,6104,M95KG522R0,MS4A1,P11836,Unknown,B-lymphocyte antigen CD20,MS4A1,,,,,
